Node/Edge,1000,3816
Step/Entity,1600,15
meet_step
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,
1,0,0,0,3,1,25,6,0,0,9,0,0,0,0,0,
2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,0,3,0,0,0,11,46,0,0,4,1,0,0,0,0,
4,0,1,0,0,0,8,0,0,0,12,0,0,0,0,6,
5,0,25,0,11,8,0,15,0,0,14,0,0,0,0,1,
6,0,6,0,46,0,15,0,0,0,7,0,0,0,0,0,
7,0,0,0,0,0,0,0,0,0,0,335,0,0,13,0,
8,0,0,0,0,0,0,0,0,0,0,0,53,99,0,0,
9,0,9,0,4,12,14,7,0,0,0,0,0,0,0,0,
10,0,0,0,1,0,0,0,335,0,0,0,0,0,16,0,
11,0,0,0,0,0,0,0,0,53,0,0,0,28,0,0,
12,0,0,0,0,0,0,0,0,99,0,0,28,0,0,0,
13,0,0,0,0,0,0,0,13,0,0,16,0,0,0,0,
14,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,0,16,35,1,5,0,0,0,0,0,0,0,0,0,
2,0,16,0,15,1,9,0,0,0,0,0,4,2,1,0,
3,0,35,15,0,1,9,0,0,0,1,0,1,0,0,0,
4,0,1,1,1,0,0,0,0,28,0,0,0,3,6,0,
5,0,5,9,9,0,0,0,0,0,0,0,0,0,6,0,
6,0,0,0,0,0,0,0,0,0,31,0,35,0,0,15,
7,0,0,0,0,0,0,0,0,0,0,3,0,14,1,0,
8,0,0,0,0,28,0,0,0,0,0,0,0,1,1,0,
9,0,0,0,1,0,0,31,0,0,0,0,34,0,0,16,
10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
11,0,0,4,1,0,0,35,0,0,34,0,0,0,0,18,
12,0,0,2,0,3,0,0,14,1,0,0,0,0,15,0,
13,0,0,1,0,6,6,0,1,1,0,0,0,15,0,0,
14,0,0,0,0,0,0,15,0,0,16,0,18,0,0,0,
0,0,3,0,2,39,2,1,0,0,0,0,0,0,0,0,
1,3,0,0,12,2,0,25,8,0,0,0,0,0,2,7,
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
3,2,12,0,0,3,4,3,0,0,2,1,0,0,0,0,
4,39,2,0,3,0,0,2,5,0,0,0,0,0,0,0,
5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,
6,1,25,0,3,2,0,0,13,0,0,0,0,0,23,4,
7,0,8,0,0,5,0,13,0,0,0,0,0,0,3,18,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
10,0,0,1,1,0,0,0,0,0,0,0,0,15,0,0,
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
12,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,
13,0,2,0,0,0,0,23,3,0,0,0,0,0,0,13,
14,0,7,0,0,0,0,4,18,0,0,0,5,0,13,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,
1,0,0,0,0,0,0,0,17,0,0,0,0,10,0,0,
2,0,0,0,35,0,3,1,0,3,0,4,0,0,0,1,
3,0,0,35,0,0,3,0,0,3,0,2,0,0,0,2,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,
5,0,0,3,3,0,0,25,0,2,0,38,0,0,0,1,
6,0,0,1,0,0,25,0,0,2,0,40,0,0,0,0,
7,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,
8,0,0,3,3,0,2,2,0,0,0,3,0,0,0,4,
9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,
10,0,0,4,2,0,38,40,0,3,0,0,0,0,0,0,
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,
14,0,0,1,2,0,1,0,0,4,10,0,0,0,0,0,
0,0,0,0,1,12,2,1,13,0,1,0,4,0,1,0,
1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
2,0,0,0,4,3,0,0,1,1,7,1,0,2,0,5,
3,1,0,4,0,4,0,0,4,7,1,4,0,6,0,0,
4,12,0,3,4,0,0,0,39,0,6,1,0,0,0,0,
5,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,
6,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,
7,13,0,1,4,39,0,0,0,0,1,0,0,0,0,0,
8,0,0,1,7,0,0,0,0,0,0,59,0,31,4,49,
9,1,0,7,1,6,1,0,1,0,0,0,2,0,0,0,
10,0,0,1,4,1,0,0,0,59,0,0,0,21,6,51,
11,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
12,0,0,2,6,0,0,0,0,31,0,21,0,0,4,34,
13,1,0,0,0,0,0,0,0,4,0,6,0,4,0,11,
14,0,0,5,0,0,0,0,0,49,0,51,0,34,11,0,
0,0,0,0,0,0,190,0,0,0,0,0,0,1,0,0,
1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
2,0,0,0,0,0,0,0,39,49,0,0,0,5,1,0,
3,0,0,0,0,0,0,63,0,0,0,0,0,3,20,4,
