Node/Edge,1000,9386
Step/Entity,1600,30
meet_step
0,0,4,1,12,12,7,7,9,1,2,11,9,28,2,7,6,3,4,4,0,4,16,42,7,15,7,26,17,2,2,
1,4,0,0,4,1,2,0,2,2,7,10,6,0,28,0,8,22,13,0,13,0,1,1,5,15,20,2,6,22,0,
2,1,0,0,5,22,4,9,4,20,0,0,2,9,0,7,1,0,2,35,0,25,19,6,2,0,0,1,1,3,35,
3,12,4,5,0,15,3,2,15,4,0,0,2,13,1,14,22,9,3,3,4,6,9,9,18,8,2,14,21,2,1,
4,12,1,22,15,0,4,29,3,23,0,0,2,14,0,32,0,3,5,12,0,11,20,17,7,0,0,5,2,2,9,
5,7,2,4,3,4,0,2,10,2,11,7,17,15,5,4,13,7,15,11,2,6,8,8,19,15,19,10,5,2,9,
6,7,0,9,2,29,2,0,7,38,0,0,6,14,0,17,9,0,4,9,1,17,19,11,5,0,0,7,5,1,18,
7,9,2,4,15,3,10,7,0,1,3,10,6,24,7,7,33,15,16,6,5,6,11,10,51,12,16,22,32,6,7,
8,1,2,20,4,23,2,38,1,0,0,0,7,13,0,10,3,0,2,11,0,27,27,4,2,0,0,3,3,0,23,
9,2,7,0,0,0,11,0,3,0,0,26,6,7,10,11,8,27,33,3,12,0,3,8,3,32,20,8,2,16,0,
10,11,10,0,0,0,7,0,10,0,26,0,3,1,10,2,6,15,34,0,15,0,1,6,6,20,21,10,10,18,0,
11,9,6,2,2,2,17,6,6,7,6,3,0,6,15,10,3,6,7,15,5,5,6,13,0,6,4,6,3,3,9,
12,28,0,9,13,14,15,14,24,13,7,1,6,0,2,15,15,3,5,4,0,8,28,44,13,7,6,36,15,5,10,
13,2,28,0,1,0,5,0,7,0,10,10,15,2,0,1,2,8,5,0,28,0,1,0,6,4,24,3,4,25,0,
14,7,0,7,14,32,4,17,7,10,11,2,10,15,1,0,2,2,9,11,2,15,19,14,11,10,4,16,2,2,10,
15,6,8,1,22,0,13,9,33,3,8,6,3,15,2,2,0,27,10,0,10,1,4,11,34,13,16,25,33,11,0,
16,3,22,0,9,3,7,0,15,0,27,15,6,3,8,2,27,0,33,0,10,0,1,1,21,32,21,8,22,15,0,
17,4,13,2,3,5,15,4,16,2,33,34,7,5,5,9,10,33,0,1,16,2,6,9,9,38,24,17,7,19,4,
18,4,0,35,3,12,11,9,6,11,3,0,15,4,0,11,0,0,1,0,0,23,9,7,0,2,0,4,2,0,43,
19,0,13,0,4,0,2,1,5,0,12,15,5,0,28,2,10,10,16,0,0,0,0,2,3,11,14,7,2,19,0,
20,4,0,25,6,11,6,17,6,27,0,0,5,8,0,15,1,0,2,23,0,0,6,9,0,3,0,13,2,0,23,
21,16,1,19,9,20,8,19,11,27,3,1,6,28,1,19,4,1,6,9,0,6,0,18,5,9,1,14,13,5,20,
22,42,1,6,9,17,8,11,10,4,8,6,13,44,0,14,11,1,9,7,2,9,18,0,3,17,4,40,12,2,6,
23,7,5,2,18,7,19,5,51,2,3,6,0,13,6,11,34,21,9,0,3,0,5,3,0,8,15,18,20,8,2,
24,15,15,0,8,0,15,0,12,0,32,20,6,7,4,10,13,32,38,2,11,3,9,17,8,0,18,20,14,17,1,
25,7,20,0,2,0,19,0,16,0,20,21,4,6,24,4,16,21,24,0,14,0,1,4,15,18,0,8,12,23,1,
26,26,2,1,14,5,10,7,22,3,8,10,6,36,3,16,25,8,17,4,7,13,14,40,18,20,8,0,16,5,2,
27,17,6,1,21,2,5,5,32,3,2,10,3,15,4,2,33,22,7,2,2,2,13,12,20,14,12,16,0,9,4,
28,2,22,3,2,2,2,1,6,0,16,18,3,5,25,2,11,15,19,0,19,0,5,2,8,17,23,5,9,0,0,
29,2,0,35,1,9,9,18,7,23,0,0,9,10,0,10,0,0,4,43,0,23,20,6,2,1,1,2,4,0,0,
0,0,8,9,10,20,41,1,6,0,32,21,2,19,2,7,29,1,1,5,6,20,21,42,16,2,32,22,2,0,25,
1,8,0,28,2,6,0,5,3,6,1,1,13,3,29,22,2,18,2,14,2,15,2,6,3,14,3,0,7,11,10,
2,9,28,0,11,7,0,3,2,1,6,3,5,0,25,22,3,12,3,4,2,23,2,4,6,17,6,0,1,2,2,
3,10,2,11,0,17,3,6,40,26,11,39,6,9,20,27,26,7,0,46,16,31,31,25,38,4,21,6,7,8,29,
4,20,6,7,17,0,20,4,4,1,14,17,0,9,16,17,22,1,0,32,18,28,31,32,26,1,16,19,0,0,24,
5,41,0,0,3,20,0,1,0,1,36,33,0,13,0,5,42,0,0,8,27,9,16,46,14,0,29,48,0,0,33,
6,1,5,3,6,4,1,0,7,8,0,0,10,0,6,5,0,12,14,12,1,7,1,0,5,21,1,3,18,20,1,
7,6,3,2,40,4,0,7,0,34,0,16,4,6,7,14,14,10,10,20,7,22,6,6,15,8,4,4,15,10,4,
8,0,6,1,26,1,1,8,34,0,1,12,2,4,12,15,2,17,21,15,0,20,4,1,19,17,2,6,27,25,7,
9,32,1,6,11,14,36,0,0,1,0,19,1,10,3,6,39,0,0,11,7,18,23,33,21,0,19,32,0,0,22,
10,21,1,3,39,17,33,0,16,12,19,0,0,9,4,8,25,0,0,39,21,24,15,34,30,3,37,20,9,2,43,
11,2,13,5,6,0,0,10,4,2,1,0,0,0,20,7,0,22,9,4,1,1,0,0,0,12,0,0,4,11,0,
12,19,3,0,9,9,13,0,6,4,10,9,0,0,0,6,14,0,0,13,21,5,16,20,11,0,14,18,2,0,17,
13,2,29,25,20,16,0,6,7,12,3,4,20,0,0,54,1,12,9,10,5,16,4,3,3,19,5,0,8,10,6,
14,7,22,22,27,17,5,5,14,15,6,8,7,6,54,0,10,14,4,22,11,8,9,10,10,26,5,1,3,18,11,
