Node/Edge,1000,14387
Step/Entity,1600,30
meet_step
0,0,6,7,22,7,29,0,17,14,10,7,5,2,22,22,9,0,6,0,4,0,0,0,0,8,0,1,12,5,8,
1,6,0,9,8,2,7,1,14,5,1,5,68,3,12,4,2,0,7,9,8,3,1,5,9,9,0,6,3,7,3,
2,7,9,0,3,2,17,1,8,7,1,5,12,2,14,5,5,1,3,10,11,3,7,4,0,7,4,4,11,4,6,
3,22,8,3,0,2,26,0,16,17,8,5,7,0,21,38,19,0,4,4,7,2,0,3,1,6,2,1,23,6,19,
4,7,2,2,2,0,17,0,13,17,6,7,6,0,14,8,13,0,5,1,10,1,0,1,1,8,0,0,10,7,12,
5,29,7,17,26,17,0,1,47,47,19,11,16,0,88,42,19,0,8,4,24,0,0,3,0,18,1,2,30,15,33,
6,0,1,1,0,0,1,0,1,0,0,1,1,11,0,0,0,8,0,5,1,23,21,10,25,0,32,14,0,1,0,
7,17,14,8,16,13,47,1,0,43,15,5,23,1,58,27,18,0,10,3,17,0,0,1,0,46,1,2,19,12,27,
8,14,5,7,17,17,47,0,43,0,12,15,8,1,48,26,15,0,5,9,19,0,0,3,1,18,3,2,28,11,17,
9,10,1,1,8,6,19,0,15,12,0,42,4,0,16,4,12,0,8,2,6,0,0,1,0,6,1,1,10,7,21,
10,7,5,5,5,7,11,1,5,15,42,0,2,1,12,8,2,0,4,0,7,0,0,0,0,10,0,0,4,4,9,
11,5,68,12,7,6,16,1,23,8,4,2,0,2,20,11,9,0,7,8,6,0,0,4,0,19,1,4,4,5,14,
12,2,3,2,0,0,0,11,1,1,0,1,2,0,2,0,0,2,1,6,2,15,22,8,11,0,5,19,0,3,1,
13,22,12,14,21,14,88,0,58,48,16,12,20,2,0,52,27,0,6,4,18,0,1,6,0,30,3,2,25,21,35,
14,22,4,5,38,8,42,0,27,26,4,8,11,0,52,0,16,0,4,2,11,0,0,2,0,22,0,3,18,6,19,
15,9,2,5,19,13,19,0,18,15,12,2,9,0,27,16,0,0,5,2,8,0,0,1,1,16,0,2,18,9,12,
16,0,0,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,16,17,0,5,0,10,4,0,0,0,
17,6,7,3,4,5,8,0,10,5,8,4,7,1,6,4,5,0,0,4,4,1,0,2,1,10,0,3,2,0,7,
18,0,9,10,4,1,4,5,3,9,2,0,8,6,4,2,2,0,4,0,4,6,12,8,5,4,11,6,1,3,4,
19,4,8,11,7,10,24,1,17,19,6,7,6,2,18,11,8,0,4,4,0,1,1,3,2,16,0,1,11,6,13,
