Node/Edge,1000,11650
Step/Entity,1600,25
meet_step
0,0,28,15,20,3,7,25,1,1,0,30,3,31,38,23,30,8,29,0,12,0,12,6,10,0,
1,28,0,13,11,4,6,14,0,0,0,22,0,24,27,28,17,11,18,1,8,1,3,10,5,0,
2,15,13,0,17,14,30,12,1,0,0,21,0,10,15,28,31,5,13,2,16,0,7,12,21,0,
3,20,11,17,0,15,9,14,0,0,0,18,0,19,13,21,11,7,4,0,11,2,5,3,11,0,
4,3,4,14,15,0,19,10,11,0,1,30,8,13,21,10,11,3,3,11,17,26,22,18,22,7,
5,7,6,30,9,19,0,12,9,3,3,19,2,6,19,16,22,12,11,8,17,12,23,27,20,3,
6,25,14,12,14,10,12,0,0,2,0,28,0,24,35,7,28,5,21,1,17,2,17,10,20,0,
7,1,0,1,0,11,9,0,0,14,10,0,29,1,0,0,1,8,2,27,1,34,12,4,2,44,
8,1,0,0,0,0,3,2,14,0,58,2,23,0,1,0,0,11,0,28,0,14,11,12,0,32,
9,0,0,0,0,1,3,0,10,58,0,2,13,2,0,0,0,7,1,23,0,9,2,8,0,40,
10,30,22,21,18,30,19,28,0,2,2,0,3,26,89,39,61,23,28,3,39,0,27,28,27,3,
11,3,0,0,0,8,2,0,29,23,13,3,0,0,0,0,0,8,1,22,0,30,6,13,3,24,
12,31,24,10,19,13,6,24,1,0,2,26,0,0,33,20,18,7,11,6,10,2,14,12,8,2,
13,38,27,15,13,21,19,35,0,1,0,89,0,33,0,31,66,28,40,3,48,1,30,17,29,0,
14,23,28,28,21,10,16,7,0,0,0,39,0,20,31,0,55,26,30,4,34,0,21,21,24,0,
15,30,17,31,11,11,22,28,1,0,0,61,0,18,66,55,0,22,34,9,44,0,25,17,24,0,
16,8,11,5,7,3,12,5,8,11,7,23,8,7,28,26,22,0,13,9,16,10,11,6,10,12,
17,29,18,13,4,3,11,21,2,0,1,28,1,11,40,30,34,13,0,5,14,0,10,17,18,0,
18,0,1,2,0,11,8,1,27,28,23,3,22,6,3,4,9,9,5,0,7,33,9,22,3,40,
19,12,8,16,11,17,17,17,1,0,0,39,0,10,48,34,44,16,14,7,0,3,23,14,15,2,
20,0,1,0,2,26,12,2,34,14,9,0,30,2,1,0,0,10,0,33,3,0,13,23,4,30,
21,12,3,7,5,22,23,17,12,11,2,27,6,14,30,21,25,11,10,9,23,13,0,22,11,7,
22,6,10,12,3,18,27,10,4,12,8,28,13,12,17,21,17,6,17,22,14,23,22,0,12,11,
23,10,5,21,11,22,20,20,2,0,0,27,3,8,29,24,24,10,18,3,15,4,11,12,0,1,
24,0,0,0,0,7,3,0,44,32,40,3,24,2,0,0,0,12,0,40,2,30,7,11,1,0,
0,0,2,34,6,28,40,19,39,14,18,17,28,30,2,25,17,27,0,4,2,35,16,0,8,0,
