Node/Edge,1000,5281
Step/Entity,800,25
meet_step
0,0,0,0,0,0,0,0,0,2,2,1,5,5,25,4,2,1,0,0,1,1,10,4,3,0,
1,0,0,0,17,0,0,16,0,0,0,0,0,0,0,1,0,0,5,23,0,0,0,0,0,0,
2,0,0,0,0,0,1,0,0,7,1,0,5,1,0,1,0,1,0,0,0,0,2,0,1,0,
3,0,17,0,0,0,1,27,0,0,0,0,0,0,0,2,0,0,11,34,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,2,56,0,34,81,1,1,52,0,0,0,1,0,3,1,1,0,
5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,
6,0,16,0,27,0,1,0,0,0,0,0,0,0,0,3,0,0,10,33,0,0,0,0,0,0,
7,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,22,1,1,0,7,
8,2,0,7,0,2,0,0,0,0,2,0,13,0,0,13,3,2,0,0,0,0,4,4,4,0,
9,2,0,1,0,56,0,0,0,2,0,0,0,80,0,2,73,5,0,0,1,0,3,9,11,0,
10,1,0,0,0,0,0,0,10,0,0,0,4,0,9,3,0,0,0,0,0,29,1,6,0,12,
11,5,0,5,0,34,0,0,0,13,0,4,0,24,4,4,21,3,0,0,0,0,1,5,0,0,
12,5,0,1,0,81,0,0,0,0,80,0,24,0,2,2,62,2,0,0,0,0,2,0,2,0,
13,25,0,0,0,1,0,0,2,0,0,9,4,2,0,8,2,1,0,0,3,4,11,8,4,2,
14,4,1,1,2,1,8,3,0,13,2,3,4,2,8,0,4,5,1,1,1,0,10,4,1,0,
15,2,0,0,0,52,0,0,0,3,73,0,21,62,2,4,0,0,0,0,1,0,1,1,3,0,
16,1,0,1,0,0,0,0,0,2,5,0,3,2,1,5,0,0,0,0,10,0,16,16,5,0,
17,0,5,0,11,0,0,10,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,
18,0,23,0,34,0,3,33,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,
19,1,0,0,0,1,0,0,0,0,1,0,0,0,3,1,1,10,0,0,0,0,11,13,7,0,
20,1,0,0,0,0,0,0,22,0,0,29,0,0,4,0,0,0,0,0,0,0,0,1,0,33,
21,10,0,2,0,3,0,0,1,4,3,1,1,2,11,10,1,16,0,0,11,0,0,12,5,0,
22,4,0,0,0,1,0,0,1,4,9,6,5,0,8,4,1,16,0,0,13,1,12,0,13,1,
23,3,0,1,0,1,0,0,0,4,11,0,0,2,4,1,3,5,0,0,7,0,5,13,0,0,
24,0,0,0,0,0,0,0,7,0,0,12,0,0,2,0,0,0,0,0,0,33,0,1,0,0,
0,0,5,0,5,1,1,0,27,17,21,6,0,0,0,12,2,4,13,11,14,20,8,6,0,0,
1,5,0,0,9,3,0,0,1,5,5,0,0,0,0,4,4,0,4,12,2,1,6,1,0,0,
2,0,0,0,0,0,0,1,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,3,1,
3,5,9,0,0,2,0,0,8,2,8,0,0,0,0,11,2,1,5,9,3,7,5,14,0,2,
4,1,3,0,2,0,8,6,1,0,2,0,6,0,3,0,0,0,0,0,0,0,0,2,3,6,
5,1,0,0,0,8,0,9,0,0,0,0,27,0,10,1,1,0,0,0,0,0,0,1,6,14,
6,0,0,1,0,6,9,0,0,0,0,0,19,0,5,0,0,0,0,0,0,0,0,0,4,21,
7,27,1,0,8,1,0,0,0,16,34,1,0,0,0,5,0,3,33,7,19,24,23,3,0,0,
8,17,5,0,2,0,0,0,16,0,29,4,0,0,0,3,2,2,16,12,16,24,15,1,0,0,
9,21,5,0,8,2,0,0,34,29,0,9,0,0,0,3,2,4,38,9,12,28,20,4,0,0,
10,6,0,0,0,0,0,0,1,4,9,0,0,0,0,2,0,15,3,2,2,3,6,0,0,0,
11,0,0,0,0,6,27,19,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,4,6,35,
12,0,0,12,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,
13,0,0,13,0,3,10,5,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,3,5,
14,12,4,0,11,0,1,0,5,3,3,2,1,0,0,0,3,0,7,12,7,12,13,2,0,0,
15,2,4,0,2,0,1,0,0,2,2,0,0,0,0,3,0,1,1,11,2,5,1,1,0,0,
16,4,0,0,1,0,0,0,3,2,4,15,0,0,0,0,1,0,3,1,0,2,1,0,0,0,
17,13,4,0,5,0,0,0,33,16,38,3,0,0,0,7,1,3,0,3,13,13,25,1,0,0,
18,11,12,0,9,0,0,0,7,12,9,2,1,0,0,12,11,1,3,0,8,17,15,5,0,0,
19,14,2,0,3,0,0,0,19,16,12,2,0,0,0,7,2,0,13,8,0,10,12,1,0,0,
20,20,1,0,7,0,0,0,24,24,28,3,0,0,0,12,5,2,13,17,10,0,26,2,0,0,
21,8,6,0,5,0,0,0,23,15,20,6,0,0,0,13,1,1,25,15,12,26,0,1,0,0,
22,6,1,0,14,2,1,0,3,1,4,0,4,0,0,2,1,0,1,5,1,2,1,0,0,2,
23,0,0,3,0,3,6,4,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,3,
24,0,0,1,2,6,14,21,0,0,0,0,35,0,5,0,0,0,0,0,0,0,0,2,3,0,
0,0,4,12,9,0,1,0,0,0,5,0,0,8,0,1,0,9,6,0,7,0,0,6,7,0,
1,4,0,11,10,0,0,0,0,0,9,0,0,13,1,7,0,9,6,2,11,0,0,9,25,0,
2,12,11,0,6,0,1,2,0,0,3,0,0,7,0,0,0,10,12,2,15,0,0,7,8,0,
3,9,10,6,0,0,0,0,0,0,10,0,0,13,0,11,0,10,7,1,5,0,0,6,17,0,
4,0,0,0,0,0,6,0,0,0,0,22,0,0,0,0,9,0,0,0,0,0,13,0,0,14,
5,1,0,1,0,6,0,0,1,0,4,14,0,0,0,2,1,1,0,0,0,1,17,0,3,5,
6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,67,0,0,0,0,0,0,
7,0,0,0,0,0,1,0,0,50,0,0,18,0,0,0,5,0,0,0,0,5,0,0,0,1,
8,0,0,0,0,0,0,0,50,0,0,0,31,0,0,0,9,0,0,0,0,3,0,0,0,3,
9,5,9,3,10,0,4,0,0,0,0,3,0,13,0,1,0,12,5,0,3,0,0,8,25,7,
10,0,0,0,0,22,14,0,0,0,3,0,0,0,0,2,1,0,0,0,0,3,17,0,1,21,
11,0,0,0,0,0,0,0,18,31,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,2,
12,8,13,7,13,0,0,0,0,0,13,0,0,0,0,3,0,9,14,0,5,0,0,6,16,0,
13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,2,
14,1,7,0,11,0,2,3,0,0,1,2,0,3,0,0,0,7,9,3,0,0,0,1,2,1,
15,0,0,0,0,9,1,0,5,9,0,1,5,0,6,0,0,0,0,0,0,6,5,0,0,5,
16,9,9,10,10,0,1,0,0,0,12,0,0,9,0,7,0,0,11,1,11,0,1,10,20,0,
17,6,6,12,7,0,0,0,0,0,5,0,0,14,0,9,0,11,0,0,12,0,0,11,6,0,
18,0,2,2,1,0,0,67,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,0,
19,7,11,15,5,0,0,0,0,0,3,0,0,5,0,0,0,11,12,1,0,0,0,5,12,0,
20,0,0,0,0,0,1,0,5,3,0,3,1,0,0,0,6,0,0,0,0,0,0,0,0,9,
21,0,0,0,0,13,17,0,0,0,0,17,0,0,0,0,5,1,0,0,0,0,0,0,3,6,
22,6,9,7,6,0,0,0,0,0,8,0,0,6,2,1,0,10,11,1,5,0,0,0,11,0,
23,7,25,8,17,0,3,0,0,0,25,1,0,16,0,2,0,20,6,0,12,0,3,11,0,0,
24,0,0,0,0,14,5,0,1,3,7,21,2,0,2,1,5,0,0,0,0,9,6,0,0,0,
0,0,1,31,1,25,0,18,3,0,8,2,0,2,0,2,1,4,1,1,15,19,31,0,34,34,
1,1,0,0,4,1,0,2,0,0,5,0,2,0,0,8,6,0,3,0,0,2,0,0,0,0,
2,31,0,0,0,28,0,22,3,0,24,4,0,2,0,2,3,0,4,1,23,45,36,0,26,31,
3,1,4,0,0,2,0,1,0,0,1,0,0,0,0,4,0,0,3,0,1,3,2,0,2,4,
4,25,1,28,2,0,0,10,2,0,14,3,5,1,0,2,2,1,4,2,11,15,26,0,27,18,
5,0,0,0,0,0,0,0,1,13,0,3,0,4,28,0,0,2,0,2,0,0,0,0,0,0,
6,18,2,22,1,10,0,0,0,0,9,3,1,1,0,3,5,0,2,0,17,17,16,0,17,15,
7,3,0,3,0,2,1,0,0,0,2,26,0,29,0,0,0,24,0,25,2,4,0,0,0,0,
8,0,0,0,0,0,13,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,
9,8,5,24,1,14,0,9,2,0,0,3,0,2,0,15,4,4,7,0,7,14,13,2,21,9,
10,2,0,4,0,3,3,3,26,0,3,0,0,25,1,0,0,17,0,13,1,4,6,0,2,7,
11,0,2,0,0,5,0,1,0,0,0,0,0,0,0,5,6,0,2,0,0,0,0,1,4,0,
12,2,0,2,0,1,4,1,29,0,2,25,0,0,0,0,0,22,0,15,6,3,0,0,0,5,
13,0,0,0,0,0,28,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,2,8,2,4,2,0,3,0,0,15,0,5,0,0,0,10,0,4,0,1,3,3,0,8,5,
