Node/Edge,1000,5377
Step/Entity,1600,25
meet_step
0,0,17,51,94,25,45,0,2,0,9,0,0,0,0,0,79,0,64,53,65,70,108,0,1,0,
1,17,0,4,7,9,16,0,2,0,0,0,0,0,0,0,12,0,7,23,18,7,20,0,2,0,
2,51,4,0,71,0,2,0,5,0,2,0,0,0,0,0,50,0,54,30,44,46,64,0,0,0,
3,94,7,71,0,7,14,0,2,0,0,0,0,0,0,0,92,0,84,37,75,64,90,0,2,0,
4,25,9,0,7,0,34,0,2,0,0,0,0,0,0,0,20,0,0,27,11,2,25,0,140,0,
5,45,16,2,14,34,0,4,6,12,7,1,13,21,1,25,33,4,1,42,27,1,39,13,6,2,
6,0,0,0,0,0,4,0,8,9,0,8,2,6,51,5,0,60,0,0,0,1,0,4,0,21,
7,2,2,5,2,2,6,8,0,4,0,10,3,3,5,4,0,2,2,4,3,5,3,6,0,15,
8,0,0,0,0,0,12,9,4,0,0,1,51,78,3,90,0,29,0,0,0,0,0,49,0,0,
9,9,0,2,0,0,7,0,0,0,0,5,0,0,0,0,3,0,2,3,1,4,2,0,0,0,
10,0,0,0,0,0,1,8,10,1,5,0,0,0,4,0,0,4,0,0,0,0,0,0,0,22,
11,0,0,0,0,0,13,2,3,51,0,0,0,66,4,54,0,19,0,0,0,0,0,32,0,0,
12,0,0,0,0,0,21,6,3,78,0,0,66,0,9,86,0,30,0,0,0,0,0,45,0,1,
13,0,0,0,0,0,1,51,5,3,0,4,4,9,0,5,0,37,0,0,0,0,0,4,0,25,
14,0,0,0,0,0,25,5,4,90,0,0,54,86,5,0,0,28,0,0,0,0,0,57,0,0,
15,79,12,50,92,20,33,0,0,0,3,0,0,0,0,0,0,0,63,57,48,73,91,0,6,0,
16,0,0,0,0,0,4,60,2,29,0,4,19,30,37,28,0,0,0,0,0,0,0,24,0,8,
17,64,7,54,84,0,1,0,2,0,2,0,0,0,0,0,63,0,0,7,51,74,53,0,0,0,
18,53,23,30,37,27,42,0,4,0,3,0,0,0,0,0,57,0,7,0,91,9,87,0,0,0,
19,65,18,44,75,11,27,0,3,0,1,0,0,0,0,0,48,0,51,91,0,36,98,0,1,0,
20,70,7,46,64,2,1,1,5,0,4,0,0,0,0,0,73,0,74,9,36,0,74,0,0,0,
21,108,20,64,90,25,39,0,3,0,2,0,0,0,0,0,91,0,53,87,98,74,0,0,1,0,
22,0,0,0,0,0,13,4,6,49,0,0,32,45,4,57,0,24,0,0,0,0,0,0,0,1,
23,1,2,0,2,140,6,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,
24,0,0,0,0,0,2,21,15,0,0,22,0,1,25,0,0,8,0,0,0,0,0,1,0,0,
0,0,0,0,2,5,2,21,21,2,8,0,0,21,0,2,7,6,10,4,8,0,21,0,0,6,
1,0,0,27,0,0,0,0,0,1,0,0,32,0,13,4,0,0,0,0,0,40,0,52,27,2,
2,0,27,0,0,3,2,0,0,2,0,20,5,0,12,7,0,0,0,8,0,5,0,23,51,5,
3,2,0,0,0,17,11,12,6,19,13,3,0,11,7,18,18,1,7,28,12,0,4,0,6,20,
4,5,0,3,17,0,74,9,12,84,8,13,0,12,30,10,4,4,10,14,2,0,0,0,2,33,
5,2,0,2,11,74,0,0,0,94,0,47,0,18,48,3,0,0,0,9,3,0,0,2,0,48,
6,21,0,0,12,9,0,0,38,1,19,3,0,39,3,17,10,14,14,16,21,0,15,0,0,2,
7,21,0,0,6,12,0,38,0,1,14,3,0,51,1,11,11,11,12,18,18,0,25,0,0,0,
8,2,1,2,19,84,94,1,1,0,1,38,0,6,48,2,1,0,0,9,1,1,4,0,2,39,
9,8,0,0,13,8,0,19,14,1,0,1,0,16,0,11,66,10,31,21,27,0,11,0,0,0,
10,0,0,20,3,13,47,3,3,38,1,0,1,16,59,10,2,0,0,6,7,1,1,3,8,12,
11,0,32,5,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,39,0,55,6,0,
12,21,0,0,11,12,18,39,51,6,16,16,0,0,7,17,9,8,20,14,18,0,14,0,0,5,
13,0,13,12,7,30,48,3,1,48,0,59,1,7,0,15,2,0,0,21,3,2,0,7,15,23,
14,2,4,7,18,10,3,17,11,2,11,10,1,17,15,0,13,6,18,22,14,0,8,3,14,0,
15,7,0,0,18,4,0,10,11,1,66,2,0,9,2,13,0,3,52,20,14,1,4,0,0,2,
16,6,0,0,1,4,0,14,11,0,10,0,0,8,0,6,3,0,8,2,18,0,4,0,0,0,
17,10,0,0,7,10,0,14,12,0,31,0,0,20,0,18,52,8,0,12,10,0,7,0,0,0,
18,4,0,8,28,14,9,16,18,9,21,6,0,14,21,22,20,2,12,0,21,1,6,0,4,11,
19,8,0,0,12,2,3,21,18,1,27,7,0,18,3,14,14,18,10,21,0,0,6,0,0,2,
20,0,40,5,0,0,0,0,0,1,0,1,39,0,2,0,1,0,0,1,0,0,0,35,7,0,
21,21,0,0,4,0,0,15,25,4,11,1,0,14,0,8,4,4,7,6,6,0,0,0,0,4,
22,0,52,23,0,0,2,0,0,0,0,3,55,0,7,3,0,0,0,0,0,35,0,0,28,1,
23,0,27,51,6,2,0,0,0,2,0,8,6,0,15,14,0,0,0,4,0,7,0,28,0,5,
24,6,2,5,20,33,48,2,0,39,0,12,0,5,23,0,2,0,0,11,2,0,4,1,5,0,
0,0,0,0,0,0,1,0,0,2,31,2,0,0,2,0,1,22,0,1,0,0,0,9,0,0,
1,0,0,0,42,42,0,0,0,27,0,0,0,0,24,0,35,1,5,21,8,0,0,0,37,56,
2,0,0,0,0,0,12,0,18,0,3,15,20,16,0,21,0,0,0,0,0,12,1,3,0,0,
3,0,42,0,0,57,0,0,0,18,0,0,0,0,19,0,25,0,32,22,6,0,0,0,38,34,
4,0,42,0,57,0,0,0,0,28,0,0,0,0,26,0,53,0,11,34,8,0,0,0,47,66,
5,1,0,12,0,0,0,0,7,0,1,11,32,31,0,14,0,0,0,0,0,8,6,7,0,0,
6,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,11,16,0,0,0,
7,0,0,18,0,0,7,1,0,0,0,12,28,21,0,14,0,0,0,0,0,14,1,9,0,0,
8,2,27,0,18,28,0,0,0,0,1,0,0,0,22,0,25,0,10,27,3,0,0,0,8,38,
9,31,0,3,0,0,1,1,0,1,0,0,0,0,2,2,0,61,0,0,0,2,1,44,0,0,
10,2,0,15,0,0,11,1,12,0,0,0,6,10,0,9,0,0,0,0,0,43,16,3,0,0,
11,0,0,20,0,0,32,0,28,0,0,6,0,28,0,19,0,0,0,0,0,7,4,9,0,0,
12,0,0,16,0,0,31,2,21,0,0,10,28,0,0,20,0,0,0,0,0,5,4,7,0,0,
13,2,24,0,19,26,0,0,0,22,2,0,0,0,0,0,39,1,5,35,18,0,0,0,11,41,
14,0,0,21,0,0,14,0,14,0,2,9,19,20,0,0,0,1,0,0,0,10,6,2,0,0,
15,1,35,0,25,53,0,0,0,25,0,0,0,0,39,0,0,0,6,27,17,0,0,0,17,55,
16,22,1,0,0,0,0,0,0,0,61,0,0,0,1,1,0,0,0,0,1,0,0,20,0,1,
17,0,5,0,32,11,0,0,0,10,0,0,0,0,5,0,6,0,0,0,62,0,0,0,52,5,
18,1,21,0,22,34,0,0,0,27,0,0,0,0,35,0,27,0,0,0,12,0,0,0,22,36,
19,0,8,0,6,8,0,0,0,3,0,0,0,0,18,0,17,1,62,12,0,0,0,0,44,15,
20,0,0,12,0,0,8,11,14,0,2,43,7,5,0,10,0,0,0,0,0,0,17,8,0,0,
21,0,0,1,0,0,6,16,1,0,1,16,4,4,0,6,0,0,0,0,0,17,0,2,0,0,
22,9,0,3,0,0,7,0,9,0,44,3,9,7,0,2,0,20,0,0,0,8,2,0,0,0,
23,0,37,0,38,47,0,0,0,8,0,0,0,0,11,0,17,0,52,22,44,0,0,0,0,27,
24,0,56,0,34,66,0,0,0,38,0,0,0,0,41,0,55,1,5,36,15,0,0,0,27,0,
0,0,0,2,22,0,1,0,13,0,7,3,2,3,0,0,2,3,8,1,4,33,9,0,5,28,
1,0,0,4,0,0,20,0,0,2,0,0,3,6,0,73,0,0,0,32,0,0,0,25,0,0,
2,2,4,0,0,0,2,0,0,66,0,0,48,88,0,2,0,0,0,54,0,0,0,1,0,0,
3,22,0,0,0,0,0,5,16,7,4,11,0,0,1,0,10,6,17,1,7,46,8,0,3,24,
4,0,0,0,0,0,0,3,5,0,5,2,0,0,19,0,10,6,4,0,2,0,2,0,16,0,
5,1,20,2,0,0,0,0,0,4,0,0,2,4,0,19,0,0,0,12,0,0,0,69,0,0,
6,0,0,0,5,3,0,0,1,0,2,0,0,0,32,0,3,4,0,0,6,0,1,0,3,0,
7,13,0,0,16,5,0,1,0,0,10,26,0,0,1,0,1,10,25,0,22,22,13,0,6,13,
8,0,2,66,7,0,4,0,0,0,0,0,35,62,0,3,0,1,0,48,0,1,0,2,0,2,
9,7,0,0,4,5,0,2,10,0,0,11,0,0,2,0,1,6,12,0,8,2,3,0,7,7,
10,3,0,0,11,2,0,0,26,0,11,0,0,0,7,0,3,9,13,0,22,7,14,0,4,10,
11,2,3,48,0,0,2,0,0,35,0,0,0,50,0,1,0,0,0,41,0,1,0,0,0,0,
12,3,6,88,0,0,4,0,0,62,0,0,50,0,0,2,0,0,1,56,0,0,0,3,0,1,
13,0,0,0,1,19,0,32,1,0,2,7,0,0,0,0,11,4,1,0,2,0,0,0,8,0,
14,0,73,2,0,0,19,0,0,3,0,0,1,2,0,0,0,0,0,11,0,1,0,20,0,0,
15,2,0,0,10,10,0,3,1,0,1,3,0,0,11,0,0,10,3,0,4,1,8,0,12,7,
16,3,0,0,6,6,0,4,10,1,6,9,0,0,4,0,10,0,6,0,21,4,3,0,10,4,
17,8,0,0,17,4,0,0,25,0,12,13,0,1,1,0,3,6,0,0,12,18,2,0,15,16,
18,1,32,54,1,0,12,0,0,48,0,0,41,56,0,11,0,0,0,0,0,2,0,0,0,3,
19,4,0,0,7,2,0,6,22,0,8,22,0,0,2,0,4,21,12,0,0,5,20,0,9,11,
20,33,0,0,46,0,0,0,22,1,2,7,1,0,0,1,1,4,18,2,5,0,19,0,1,19,
21,9,0,0,8,2,0,1,13,0,3,14,0,0,0,0,8,3,2,0,20,19,0,0,4,14,
22,0,25,1,0,0,69,0,0,2,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,
23,5,0,0,3,16,0,3,6,0,7,4,0,0,8,0,12,10,15,0,9,1,4,0,0,1,
24,28,0,0,24,0,0,0,13,2,7,10,0,1,0,0,7,4,16,3,11,19,14,0,1,0,
0,0,38,0,28,0,0,0,13,29,0,28,16,0,29,0,7,16,2,0,39,27,31,0,0,0,
1,38,0,0,30,0,0,0,29,46,0,36,12,0,28,0,6,21,2,0,47,45,45,0,0,0,
2,0,0,0,0,4,5,10,0,0,7,1,0,24,0,0,0,1,1,0,1,0,0,14,0,0,
3,28,30,0,0,0,0,0,29,23,0,15,13,0,26,0,5,33,5,0,15,19,21,0,0,0,
4,0,0,4,0,0,39,17,0,0,39,0,0,5,2,0,0,0,0,0,0,0,0,7,2,0,
5,0,0,5,0,39,0,14,0,0,31,0,0,6,1,1,0,0,5,3,0,0,0,13,3,0,
6,0,0,10,0,17,14,0,0,0,7,0,0,45,2,0,0,0,2,0,0,0,0,10,1,0,
7,13,29,0,29,0,0,0,0,40,0,31,28,0,40,0,10,35,7,0,29,27,17,0,0,0,
8,29,46,0,23,0,0,0,40,0,0,35,26,0,55,0,5,27,9,0,64,46,37,0,0,0,
9,0,0,7,0,39,31,7,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,10,5,0,
10,28,36,1,15,0,0,0,31,35,0,0,31,0,29,0,8,24,1,0,23,56,26,0,0,0,
11,16,12,0,13,0,0,0,28,26,0,31,0,0,24,0,10,16,4,0,54,22,22,0,0,0,
12,0,0,24,0,5,6,45,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,25,0,0,
13,29,28,0,26,2,1,2,40,55,0,29,24,0,0,0,14,31,11,0,40,43,31,0,0,0,
14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,49,80,
15,7,6,0,5,0,0,0,10,5,0,8,10,0,14,0,0,4,1,0,5,13,8,0,0,0,
16,16,21,1,33,0,0,0,35,27,0,24,16,0,31,0,4,0,6,0,17,15,34,0,0,0,
17,2,2,1,5,0,5,2,7,9,1,1,4,2,11,0,1,6,0,0,5,7,10,0,0,0,
18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,1,73,108,
19,39,47,1,15,0,0,0,29,64,0,23,54,0,40,0,5,17,5,0,0,32,33,0,0,0,
20,27,45,0,19,0,0,0,27,46,0,56,22,0,43,0,13,15,7,0,32,0,34,0,0,0,
21,31,45,0,21,0,0,0,17,37,0,26,22,0,31,0,8,34,10,0,33,34,0,0,0,0,
22,0,0,14,0,7,13,10,0,0,10,0,0,25,0,0,0,0,0,1,0,0,0,0,13,1,
23,0,0,0,0,2,3,1,0,0,5,0,0,0,0,49,0,0,0,73,0,0,0,13,0,58,
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,108,0,0,0,1,58,0,
0,0,1,4,0,31,24,0,0,0,0,2,0,0,0,0,0,6,0,0,0,20,26,11,0,7,
1,1,0,11,0,0,6,0,0,1,0,12,1,4,0,0,1,5,0,8,38,21,47,39,0,20,
2,4,11,0,1,3,0,1,1,3,0,22,3,2,5,0,1,11,1,8,12,4,5,22,0,27,
3,0,0,1,0,0,0,32,39,26,42,0,46,32,43,8,34,30,42,7,0,0,0,0,50,0,
4,31,0,3,0,0,24,0,0,1,0,1,1,1,0,0,0,7,0,2,4,6,20,18,0,8,
5,24,6,0,0,24,0,0,0,0,0,2,1,0,0,0,0,0,0,0,7,7,10,10,0,2,
6,0,0,1,32,0,0,0,40,39,35,1,35,25,19,3,30,10,41,2,0,0,0,0,25,0,
7,0,0,1,39,0,0,40,0,65,43,0,41,35,38,35,40,23,58,2,0,0,0,0,39,2,
8,0,1,3,26,1,0,39,65,0,35,2,58,26,39,1,44,9,50,1,1,0,4,0,38,2,
9,0,0,0,42,0,0,35,43,35,0,0,36,31,59,5,28,25,53,1,0,0,0,0,34,0,
10,2,12,22,0,1,2,1,0,2,0,0,1,0,5,0,5,4,2,9,20,15,13,19,0,20,
11,0,1,3,46,1,1,35,41,58,36,1,0,40,35,15,44,18,59,8,0,0,0,0,32,1,
12,0,4,2,32,1,0,25,35,26,31,0,40,0,23,10,31,6,43,4,1,1,2,2,16,2,
13,0,0,5,43,0,0,19,38,39,59,5,35,23,0,3,29,22,38,3,1,0,0,0,44,3,
14,0,0,0,8,0,0,3,35,1,5,0,15,10,3,0,13,4,7,0,0,0,0,0,14,0,
15,0,1,1,34,0,0,30,40,44,28,5,44,31,29,13,0,14,50,1,1,0,0,1,38,5,
16,6,5,11,30,7,0,10,23,9,25,4,18,6,22,4,14,0,25,4,13,3,4,21,15,16,
17,0,0,1,42,0,0,41,58,50,53,2,59,43,38,7,50,25,0,3,0,0,0,0,42,0,
18,0,8,8,7,2,0,2,2,1,1,9,8,4,3,0,1,4,3,0,7,1,3,6,6,9,
19,0,38,12,0,4,7,0,0,1,0,20,0,1,1,0,1,13,0,7,0,18,22,50,0,34,
20,20,21,4,0,6,7,0,0,0,0,15,0,1,0,0,0,3,0,1,18,0,44,11,0,10,
21,26,47,5,0,20,10,0,0,4,0,13,0,2,0,0,0,4,0,3,22,44,0,31,0,12,
22,11,39,22,0,18,10,0,0,0,0,19,0,2,0,0,1,21,0,6,50,11,31,0,0,27,
