Node/Edge,1000,3776
Step/Entity,1600,20
meet_step
0,0,0,0,0,5,0,0,19,0,7,0,0,21,0,0,0,0,0,3,0,
1,0,0,0,0,11,0,0,11,0,10,0,0,1,1,0,0,0,2,37,0,
2,0,0,0,1,0,2,35,0,0,0,1,5,0,1,0,4,0,0,0,0,
3,0,0,1,0,2,0,0,0,24,0,11,18,0,20,0,3,0,4,0,0,
4,5,11,0,2,0,0,0,2,2,0,0,1,3,4,0,0,0,11,2,0,
5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,21,0,0,0,
6,0,0,35,0,0,0,0,0,0,0,1,3,0,1,0,4,0,0,0,0,
7,19,11,0,0,2,0,0,0,0,35,0,0,16,0,0,0,0,0,7,0,
8,0,0,0,24,2,0,0,0,0,0,5,11,0,10,0,1,0,0,1,0,
9,7,10,0,0,0,0,0,35,0,0,0,0,6,0,0,0,0,0,3,0,
10,0,0,1,11,0,0,1,0,5,0,0,15,0,5,0,0,0,0,0,0,
11,0,0,5,18,1,0,3,0,11,0,15,0,0,10,0,2,0,0,0,0,
12,21,1,0,0,3,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,
13,0,1,1,20,4,0,1,0,10,0,5,10,0,0,0,0,0,0,0,0,
14,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,198,0,0,0,
15,0,0,4,3,0,0,4,0,1,0,0,2,0,0,0,0,0,1,0,0,
16,0,0,0,0,0,21,0,0,0,0,0,0,0,0,198,0,0,0,0,0,
17,0,2,0,4,11,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,
18,3,37,0,0,2,0,0,7,1,3,0,0,0,0,0,0,0,3,0,0,
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,16,0,0,0,13,0,0,0,0,0,0,1,12,17,0,15,0,0,0,
1,16,0,0,0,0,11,0,0,0,0,0,0,0,19,29,0,63,0,0,0,
2,0,0,0,0,0,0,11,3,27,17,0,0,1,0,0,12,0,1,0,5,
3,0,0,0,0,36,0,0,6,0,1,0,1,0,0,0,0,0,0,6,0,
4,0,0,0,36,0,0,0,6,0,1,0,4,0,0,0,0,0,0,9,0,
5,13,11,0,0,0,0,0,0,0,0,0,0,0,67,10,0,7,0,0,0,
6,0,0,11,0,0,0,0,0,8,6,0,3,0,0,0,11,0,0,1,1,
7,0,0,3,6,6,0,0,0,2,1,0,41,0,0,0,0,0,0,82,0,
8,0,0,27,0,0,0,8,2,0,12,0,0,0,0,0,15,0,6,0,4,
9,0,0,17,1,1,0,6,1,12,0,0,2,0,0,0,15,0,0,1,1,
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,0,0,0,1,4,0,3,41,0,2,0,0,0,0,0,2,0,0,46,0,
12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,1,
13,12,19,0,0,0,67,0,0,0,0,0,0,0,0,12,0,12,0,0,0,
14,17,29,0,0,0,10,0,0,0,0,0,0,0,12,0,0,33,0,0,0,
15,0,0,12,0,0,0,11,0,15,15,0,2,1,0,0,0,0,2,0,14,
16,15,63,0,0,0,7,0,0,0,0,0,0,0,12,33,0,0,0,0,0,
17,0,0,1,0,0,0,0,0,6,0,0,0,21,0,0,2,0,0,0,12,
