Node/Edge,1000,3740
Step/Entity,800,20
meet_step
0,0,2,10,0,0,0,0,0,0,1,0,16,0,0,4,0,0,0,0,0,
1,2,0,5,1,0,0,3,6,1,17,0,1,0,0,0,0,0,0,0,0,
2,10,5,0,0,0,0,1,0,0,4,0,14,0,0,5,0,0,0,0,0,
3,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,37,0,20,7,26,
4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,19,2,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
6,0,3,1,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,
7,0,6,0,0,0,0,10,0,4,2,0,1,0,0,0,0,0,0,0,0,
8,0,1,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,
9,1,17,4,6,2,0,0,2,0,0,0,0,0,0,0,8,0,5,2,7,
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,16,1,14,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,
12,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,11,0,0,0,
13,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,35,0,0,0,
14,4,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,
15,0,0,0,37,1,0,0,0,0,8,0,0,0,0,0,0,0,33,14,41,
16,0,0,0,0,1,0,0,0,0,0,0,0,11,35,0,0,0,0,0,0,
17,0,0,0,20,2,0,0,0,0,5,0,0,0,0,0,33,0,0,21,21,
18,0,0,0,7,19,1,0,0,0,2,0,0,0,0,0,14,0,21,0,4,
19,0,0,0,26,2,0,0,0,0,7,0,0,0,0,0,41,0,21,4,0,
0,0,2,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,14,
1,2,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
2,0,6,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
3,1,5,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,19,0,0,32,0,0,
5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,
6,0,0,1,6,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,
