Node/Edge,1000,11796
Step/Entity,800,5
meet_step
0,0,3,0,11,4,
1,3,0,0,16,4,
2,0,0,0,0,0,
3,11,16,0,0,1,
4,4,4,0,1,0,
0,0,0,1,10,0,
1,0,0,4,0,15,
2,1,4,0,4,6,
3,10,0,4,0,1,
4,0,15,6,1,0,
0,0,0,50,0,0,
1,0,0,0,21,10,
2,50,0,0,0,0,
3,0,21,0,0,24,
4,0,10,0,24,0,
0,0,14,0,5,0,
1,14,0,0,3,0,
2,0,0,0,3,13,
3,5,3,3,0,0,
4,0,0,13,0,0,
0,0,0,24,7,5,
1,0,0,1,1,28,
2,24,1,0,14,3,
3,7,1,14,0,1,
4,5,28,3,1,0,
0,0,9,3,0,7,
1,9,0,4,1,18,
2,3,4,0,0,6,
3,0,1,0,0,2,
4,7,18,6,2,0,
0,0,10,26,7,17,
1,10,0,1,4,10,
2,26,1,0,1,10,
3,7,4,1,0,0,
4,17,10,10,0,0,
0,0,5,0,25,8,
1,5,0,5,3,8,
2,0,5,0,2,0,
3,25,3,2,0,9,
4,8,8,0,9,0,
0,0,10,20,15,10,
1,10,0,10,9,5,
2,20,10,0,10,2,
3,15,9,10,0,4,
4,10,5,2,4,0,
0,0,9,6,0,8,
1,9,0,1,4,13,
2,6,1,0,0,2,
3,0,4,0,0,6,
4,8,13,2,6,0,
0,0,4,13,5,6,
1,4,0,5,10,12,
2,13,5,0,9,6,
3,5,10,9,0,34,
4,6,12,6,34,0,
0,0,4,18,1,6,
1,4,0,6,12,2,
2,18,6,0,3,13,
3,1,12,3,0,1,
4,6,2,13,1,0,
0,0,8,8,5,8,
1,8,0,33,1,3,
2,8,33,0,3,0,
3,5,1,3,0,0,
4,8,3,0,0,0,
0,0,0,15,6,0,
1,0,0,0,0,24,
2,15,0,0,12,2,
3,6,0,12,0,0,
4,0,24,2,0,0,
0,0,2,38,11,1,
1,2,0,1,11,2,
2,38,1,0,7,0,
3,11,11,7,0,1,
4,1,2,0,1,0,
0,0,14,16,5,4,
1,14,0,12,8,11,
2,16,12,0,8,3,
3,5,8,8,0,4,
4,4,11,3,4,0,
0,0,4,5,8,19,
1,4,0,12,10,0,
2,5,12,0,12,4,
3,8,10,12,0,0,
4,19,0,4,0,0,
0,0,0,0,0,0,
1,0,0,5,3,7,
2,0,5,0,1,18,
3,0,3,1,0,7,
4,0,7,18,7,0,
0,0,13,14,12,10,
1,13,0,18,22,12,
2,14,18,0,12,12,
3,12,22,12,0,17,
4,10,12,12,17,0,
0,0,1,2,4,8,
1,1,0,21,2,1,
2,2,21,0,3,7,
3,4,2,3,0,34,
4,8,1,7,34,0,
0,0,28,8,3,0,
1,28,0,3,8,1,
2,8,3,0,16,7,
3,3,8,16,0,2,
4,0,1,7,2,0,
0,0,1,7,9,25,
1,1,0,14,10,2,
2,7,14,0,7,1,
3,9,10,7,0,8,
4,25,2,1,8,0,
0,0,0,0,0,32,
1,0,0,5,9,0,
2,0,5,0,9,0,
3,0,9,9,0,0,
4,32,0,0,0,0,
0,0,1,7,1,14,
1,1,0,34,0,2,
2,7,34,0,0,7,
3,1,0,0,0,0,
4,14,2,7,0,0,
0,0,15,2,1,3,
1,15,0,5,0,0,
2,2,5,0,11,14,
3,1,0,11,0,19,
4,3,0,14,19,0,
0,0,1,13,4,7,
1,1,0,3,6,7,
2,13,3,0,6,12,
3,4,6,6,0,4,
4,7,7,12,4,0,
0,0,0,0,5,0,
1,0,0,32,0,7,
2,0,32,0,0,8,
3,5,0,0,0,0,
4,0,7,8,0,0,
0,0,7,3,6,14,
1,7,0,4,2,10,
2,3,4,0,1,0,
3,6,2,1,0,5,
4,14,10,0,5,0,
0,0,6,0,0,14,
1,6,0,0,2,16,
2,0,0,0,22,0,
3,0,2,22,0,1,
4,14,16,0,1,0,
0,0,9,15,6,0,
1,9,0,5,1,0,
2,15,5,0,5,0,
3,6,1,5,0,0,
4,0,0,0,0,0,
0,0,3,7,1,2,
1,3,0,0,9,0,
2,7,0,0,0,8,
3,1,9,0,0,0,
4,2,0,8,0,0,
0,0,3,3,6,18,
1,3,0,8,3,3,
2,3,8,0,1,8,
3,6,3,1,0,6,
4,18,3,8,6,0,
0,0,0,2,18,0,
1,0,0,1,3,15,
2,2,1,0,2,3,
3,18,3,2,0,0,
4,0,15,3,0,0,
0,0,0,2,0,1,
1,0,0,0,3,0,
2,2,0,0,3,25,
3,0,3,3,0,1,
4,1,0,25,1,0,
0,0,2,0,0,6,
1,2,0,19,0,7,
2,0,19,0,21,0,
3,0,0,21,0,5,
4,6,7,0,5,0,
0,0,0,0,3,2,
1,0,0,1,7,0,
2,0,1,0,5,43,
3,3,7,5,0,14,
4,2,0,43,14,0,
0,0,3,16,0,0,
1,3,0,7,0,0,
2,16,7,0,0,0,
3,0,0,0,0,2,
4,0,0,0,2,0,
0,0,0,1,0,0,
1,0,0,8,12,5,
2,1,8,0,13,11,
3,0,12,13,0,8,
4,0,5,11,8,0,
0,0,24,18,13,17,
1,24,0,20,14,13,
2,18,20,0,12,8,
3,13,14,12,0,3,
4,17,13,8,3,0,
0,0,2,21,1,4,
1,2,0,3,1,12,
2,21,3,0,0,0,
3,1,1,0,0,7,
4,4,12,0,7,0,
0,0,1,0,26,33,
1,1,0,79,5,2,
2,0,79,0,3,1,
3,26,5,3,0,23,
4,33,2,1,23,0,
0,0,2,1,1,2,
1,2,0,6,2,7,
2,1,6,0,1,0,
3,1,2,1,0,10,
4,2,7,0,10,0,
0,0,0,0,1,1,
1,0,0,22,0,15,
2,0,22,0,0,15,
3,1,0,0,0,0,
4,1,15,15,0,0,
0,0,11,0,0,10,
1,11,0,2,0,9,
2,0,2,0,19,0,
3,0,0,19,0,0,
4,10,9,0,0,0,
0,0,0,4,0,28,
1,0,0,6,7,1,
2,4,6,0,3,5,
3,0,7,3,0,2,
4,28,1,5,2,0,
0,0,0,31,0,11,
1,0,0,0,6,0,
2,31,0,0,0,12,
3,0,6,0,0,0,
4,11,0,12,0,0,
0,0,5,0,2,0,
1,5,0,1,4,20,
2,0,1,0,0,11,
3,2,4,0,0,4,
4,0,20,11,4,0,
0,0,1,0,0,8,
1,1,0,12,0,1,
2,0,12,0,3,0,
3,0,0,3,0,0,
4,8,1,0,0,0,
0,0,22,9,5,23,
1,22,0,24,3,24,
2,9,24,0,3,16,
3,5,3,3,0,6,
4,23,24,16,6,0,
0,0,8,0,2,2,
1,8,0,0,4,2,
2,0,0,0,0,0,
3,2,4,0,0,5,
4,2,2,0,5,0,
0,0,12,1,12,0,
1,12,0,1,9,3,
2,1,1,0,0,0,
3,12,9,0,0,0,
4,0,3,0,0,0,
0,0,3,6,9,5,
1,3,0,0,3,0,
2,6,0,0,2,2,
3,9,3,2,0,6,
4,5,0,2,6,0,
0,0,6,0,14,5,
1,6,0,4,7,4,
2,0,4,0,10,0,
3,14,7,10,0,6,
4,5,4,0,6,0,
0,0,21,18,4,3,
1,21,0,18,5,4,
2,18,18,0,9,3,
3,4,5,9,0,1,
4,3,4,3,1,0,
0,0,0,0,2,0,
1,0,0,13,12,18,
2,0,13,0,11,12,
3,2,12,11,0,13,
4,0,18,12,13,0,
0,0,1,10,2,10,
1,1,0,0,7,0,
2,10,0,0,1,32,
3,2,7,1,0,0,
4,10,0,32,0,0,
0,0,27,0,0,14,
1,27,0,0,0,27,
2,0,0,0,7,1,
3,0,0,7,0,3,
4,14,27,1,3,0,
0,0,0,4,3,30,
1,0,0,15,6,0,
2,4,15,0,10,3,
3,3,6,10,0,0,
4,30,0,3,0,0,
0,0,1,29,7,2,
1,1,0,1,9,30,
2,29,1,0,17,1,
3,7,9,17,0,9,
4,2,30,1,9,0,
0,0,6,9,0,3,
1,6,0,19,0,0,
2,9,19,0,0,0,
3,0,0,0,0,4,
4,3,0,0,4,0,
0,0,4,0,20,1,
1,4,0,0,6,0,
2,0,0,0,0,1,
3,20,6,0,0,2,
4,1,0,1,2,0,
0,0,0,13,2,16,
1,0,0,2,4,2,
2,13,2,0,7,7,
3,2,4,7,0,7,
4,16,2,7,7,0,
0,0,0,0,4,1,
1,0,0,6,1,4,
2,0,6,0,3,1,
3,4,1,3,0,2,
4,1,4,1,2,0,
0,0,0,1,2,0,
1,0,0,37,6,20,
2,1,37,0,1,30,
3,2,6,1,0,2,
4,0,20,30,2,0,
0,0,0,15,0,0,
1,0,0,2,17,18,
2,15,2,0,1,0,
3,0,17,1,0,9,
4,0,18,0,9,0,
0,0,0,18,9,0,
1,0,0,1,0,17,
2,18,1,0,5,2,
3,9,0,5,0,0,
4,0,17,2,0,0,
0,0,35,31,3,3,
1,35,0,26,2,6,
2,31,26,0,3,8,
3,3,2,3,0,11,
4,3,6,8,11,0,
0,0,1,5,0,9,
1,1,0,12,6,0,
2,5,12,0,12,6,
3,0,6,12,0,0,
4,9,0,6,0,0,
0,0,9,26,7,0,
1,9,0,14,32,0,
2,26,14,0,18,0,
3,7,32,18,0,0,
4,0,0,0,0,0,
0,0,5,4,8,6,
1,5,0,0,1,3,
2,4,0,0,4,4,
3,8,1,4,0,9,
4,6,3,4,9,0,
0,0,0,7,6,0,
1,0,0,2,0,12,
2,7,2,0,1,2,
3,6,0,1,0,0,
4,0,12,2,0,0,
0,0,7,4,8,13,
1,7,0,3,13,6,
2,4,3,0,2,6,
3,8,13,2,0,4,
4,13,6,6,4,0,
0,0,3,0,6,52,
1,3,0,0,36,4,
2,0,0,0,0,0,
3,6,36,0,0,4,
4,52,4,0,4,0,
0,0,6,0,0,14,
1,6,0,4,10,4,
2,0,4,0,23,4,
3,0,10,23,0,0,
4,14,4,4,0,0,
0,0,1,5,5,0,
1,1,0,0,11,0,
2,5,0,0,4,12,
3,5,11,4,0,0,
4,0,0,12,0,0,
0,0,2,33,3,21,
1,2,0,4,0,0,
2,33,4,0,4,8,
3,3,0,4,0,2,
4,21,0,8,2,0,
0,0,0,0,2,15,
1,0,0,18,11,0,
2,0,18,0,8,0,
3,2,11,8,0,0,
4,15,0,0,0,0,
0,0,3,18,4,8,
1,3,0,2,2,13,
2,18,2,0,4,0,
3,4,2,4,0,0,
4,8,13,0,0,0,
0,0,1,0,2,1,
1,1,0,12,4,0,
2,0,12,0,28,0,
3,2,4,28,0,2,
4,1,0,0,2,0,
0,0,4,3,0,2,
1,4,0,31,0,21,
2,3,31,0,0,18,
3,0,0,0,0,0,
4,2,21,18,0,0,
0,0,8,3,4,0,
1,8,0,1,11,0,
2,3,1,0,2,3,
3,4,11,2,0,0,
4,0,0,3,0,0,
0,0,12,3,25,2,
