Node/Edge,1000,5379
Step/Entity,1600,5
meet_step
0,0,0,3,0,0,
1,0,0,0,1,9,
2,3,0,0,0,0,
3,0,1,0,0,1,
4,0,9,0,1,0,
0,0,0,0,0,1,
1,0,0,64,0,0,
2,0,64,0,0,0,
3,0,0,0,0,0,
4,1,0,0,0,0,
0,0,1,23,0,17,
1,1,0,1,9,0,
2,23,1,0,1,18,
3,0,9,1,0,0,
4,17,0,18,0,0,
0,0,0,0,4,0,
1,0,0,6,0,3,
2,0,6,0,0,3,
3,4,0,0,0,0,
4,0,3,3,0,0,
0,0,0,0,0,7,
1,0,0,3,0,0,
2,0,3,0,3,1,
3,0,0,3,0,1,
4,7,0,1,1,0,
0,0,6,0,0,0,
1,6,0,0,0,0,
2,0,0,0,0,0,
3,0,0,0,0,21,
4,0,0,0,21,0,
0,0,0,2,0,0,
1,0,0,0,3,1,
2,2,0,0,0,14,
3,0,3,0,0,0,
4,0,1,14,0,0,
0,0,0,0,0,0,
1,0,0,4,17,0,
2,0,4,0,9,0,
3,0,17,9,0,0,
4,0,0,0,0,0,
0,0,0,0,8,2,
1,0,0,0,0,2,
2,0,0,0,0,0,
3,8,0,0,0,2,
4,2,2,0,2,0,
0,0,0,0,1,0,
1,0,0,5,0,14,
2,0,5,0,0,1,
3,1,0,0,0,0,
4,0,14,1,0,0,
0,0,2,0,0,51,
1,2,0,0,2,0,
2,0,0,0,1,0,
3,0,2,1,0,0,
4,51,0,0,0,0,
0,0,0,1,3,0,
1,0,0,8,0,0,
2,1,8,0,0,0,
3,3,0,0,0,0,
4,0,0,0,0,0,
0,0,8,2,4,0,
1,8,0,11,13,0,
2,2,11,0,4,0,
3,4,13,4,0,0,
4,0,0,0,0,0,
0,0,3,3,0,8,
1,3,0,0,0,4,
2,3,0,0,0,3,
3,0,0,0,0,0,
4,8,4,3,0,0,
0,0,0,0,0,8,
1,0,0,0,0,3,
2,0,0,0,2,2,
3,0,0,2,0,2,
4,8,3,2,2,0,
0,0,0,0,7,0,
1,0,0,3,0,3,
2,0,3,0,0,0,
3,7,0,0,0,0,
4,0,3,0,0,0,
0,0,9,8,0,4,
1,9,0,5,0,0,
2,8,5,0,0,7,
3,0,0,0,0,1,
4,4,0,7,1,0,
0,0,11,0,0,7,
1,11,0,0,0,8,
2,0,0,0,4,0,
3,0,0,4,0,0,
4,7,8,0,0,0,
0,0,0,1,0,3,
1,0,0,2,4,0,
2,1,2,0,15,0,
3,0,4,15,0,0,
4,3,0,0,0,0,
0,0,0,4,0,0,
1,0,0,5,0,17,
2,4,5,0,0,11,
3,0,0,0,0,0,
4,0,17,11,0,0,
0,0,0,0,0,0,
1,0,0,5,21,3,
2,0,5,0,8,15,
3,0,21,8,0,12,
4,0,3,15,12,0,
0,0,0,10,0,2,
1,0,0,0,0,2,
2,10,0,0,0,0,
3,0,0,0,0,0,
4,2,2,0,0,0,
0,0,0,11,0,17,
1,0,0,1,7,1,
2,11,1,0,1,37,
3,0,7,1,0,2,
4,17,1,37,2,0,
0,0,0,0,1,0,
1,0,0,1,0,7,
2,0,1,0,5,0,
3,1,0,5,0,0,
4,0,7,0,0,0,
0,0,0,0,0,0,
1,0,0,14,0,0,
2,0,14,0,0,0,
3,0,0,0,0,8,
4,0,0,0,8,0,
0,0,7,0,33,5,
1,7,0,0,11,0,
2,0,0,0,1,4,
3,33,11,1,0,1,
4,5,0,4,1,0,
0,0,8,0,0,0,
1,8,0,0,0,0,
2,0,0,0,0,3,
3,0,0,0,0,0,
4,0,0,3,0,0,
0,0,4,0,7,13,
1,4,0,5,0,6,
2,0,5,0,0,0,
3,7,0,0,0,2,
4,13,6,0,2,0,
0,0,1,3,0,0,
1,1,0,0,0,2,
2,3,0,0,0,0,
3,0,0,0,0,0,
4,0,2,0,0,0,
0,0,1,21,0,3,
1,1,0,21,0,0,
2,21,21,0,0,0,
3,0,0,0,0,0,
4,3,0,0,0,0,
0,0,0,3,0,6,
1,0,0,1,0,1,
2,3,1,0,0,45,
3,0,0,0,0,0,
4,6,1,45,0,0,
0,0,0,28,3,5,
1,0,0,0,3,1,
2,28,0,0,0,5,
3,3,3,0,0,0,
4,5,1,5,0,0,
0,0,0,0,4,4,
1,0,0,8,0,0,
2,0,8,0,0,0,
3,4,0,0,0,3,
4,4,0,0,3,0,
0,0,35,32,0,14,
1,35,0,15,0,10,
2,32,15,0,0,10,
3,0,0,0,0,0,
4,14,10,10,0,0,
0,0,0,1,4,2,
1,0,0,0,0,0,
2,1,0,0,1,0,
3,4,0,1,0,1,
4,2,0,0,1,0,
0,0,0,0,0,0,
1,0,0,0,2,0,
2,0,0,0,0,89,
3,0,2,0,0,0,
4,0,0,89,0,0,
0,0,0,6,0,66,
1,0,0,0,2,0,
2,6,0,0,0,1,
3,0,2,0,0,0,
4,66,0,1,0,0,
0,0,0,0,0,0,
1,0,0,0,3,0,
2,0,0,0,7,0,
3,0,3,7,0,0,
4,0,0,0,0,0,
0,0,0,21,0,1,
1,0,0,0,19,0,
2,21,0,0,0,0,
3,0,19,0,0,1,
