Node/Edge,1000,3767
Step/Entity,800,10
meet_step
0,0,0,0,0,0,0,0,0,0,5,
1,0,0,0,0,0,0,0,48,0,0,
2,0,0,0,0,0,0,16,0,0,0,
3,0,0,0,0,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,15,0,
5,0,0,0,0,0,0,0,2,0,0,
6,0,0,16,0,0,0,0,0,0,0,
7,0,48,0,0,0,2,0,0,0,0,
8,0,0,0,0,15,0,0,0,0,0,
9,5,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,3,1,0,0,1,1,
1,0,0,0,0,0,0,9,0,0,1,
2,0,0,0,2,0,1,0,0,0,0,
3,0,0,2,0,17,10,1,1,3,10,
4,3,0,0,17,0,20,1,0,14,8,
5,1,0,1,10,20,0,0,0,7,9,
6,0,9,0,1,1,0,0,0,0,2,
7,0,0,0,1,0,0,0,0,0,0,
8,1,0,0,3,14,7,0,0,0,5,
9,1,1,0,10,8,9,2,0,5,0,
0,0,0,0,4,0,6,0,0,0,0,
1,0,0,0,0,15,0,0,5,0,0,
2,0,0,0,0,0,0,0,0,0,0,
3,4,0,0,0,0,3,0,0,0,0,
4,0,15,0,0,0,0,0,5,0,0,
5,6,0,0,3,0,0,0,0,0,0,
6,0,0,0,0,0,0,0,0,36,0,
7,0,5,0,0,5,0,0,0,0,0,
8,0,0,0,0,0,0,36,0,0,28,
9,0,0,0,0,0,0,0,0,28,0,
0,0,0,3,0,0,0,0,0,0,0,
1,0,0,0,0,0,42,0,0,0,0,
2,3,0,0,0,2,0,0,0,2,0,
3,0,0,0,0,0,0,0,0,0,293,
4,0,0,2,0,0,0,0,0,76,0,
5,0,42,0,0,0,0,0,1,0,0,
6,0,0,0,0,0,0,0,0,0,0,
7,0,0,0,0,0,1,0,0,0,0,
8,0,0,2,0,76,0,0,0,0,0,
9,0,0,0,293,0,0,0,0,0,0,
0,0,0,0,0,0,16,0,0,0,0,
1,0,0,0,0,0,0,0,54,0,0,
2,0,0,0,33,0,0,0,0,19,13,
3,0,0,33,0,0,0,0,0,39,28,
4,0,0,0,0,0,0,0,0,2,0,
5,16,0,0,0,0,0,1,0,0,0,
6,0,0,0,0,0,1,0,0,0,0,
7,0,54,0,0,0,0,0,0,0,0,
8,0,0,19,39,2,0,0,0,0,14,
9,0,0,13,28,0,0,0,0,14,0,
0,0,0,0,3,15,1,8,0,13,0,
1,0,0,15,0,0,0,0,4,0,0,
2,0,15,0,0,2,0,0,2,0,0,
3,3,0,0,0,0,0,0,0,11,0,
4,15,0,2,0,0,3,11,1,11,0,
5,1,0,0,0,3,0,7,0,0,0,
6,8,0,0,0,11,7,0,1,4,0,
7,0,4,2,0,1,0,1,0,0,0,
8,13,0,0,11,11,0,4,0,0,0,
9,0,0,0,0,0,0,0,0,0,0,
0,0,0,1,0,1,37,10,15,1,0,
1,0,0,5,0,4,0,0,0,0,1,
2,1,5,0,0,4,2,3,1,7,1,
3,0,0,0,0,0,0,0,0,0,0,
4,1,4,4,0,0,0,1,1,5,0,
5,37,0,2,0,0,0,25,61,2,0,
6,10,0,3,0,1,25,0,20,7,5,
7,15,0,1,0,1,61,20,0,2,0,
8,1,0,7,0,5,2,7,2,0,10,
9,0,1,1,0,0,0,5,0,10,0,
0,0,0,0,0,0,0,6,0,0,0,
1,0,0,0,28,2,89,0,0,0,0,
2,0,0,0,2,1,0,0,0,3,1,
3,0,28,2,0,0,25,0,0,1,2,
4,0,2,1,0,0,6,0,0,0,0,
5,0,89,0,25,6,0,0,0,0,0,
6,6,0,0,0,0,0,0,1,0,0,
7,0,0,0,0,0,0,1,0,0,0,
8,0,0,3,1,0,0,0,0,0,1,
9,0,0,1,2,0,0,0,0,1,0,
0,0,0,0,0,3,2,0,3,0,1,
1,0,0,4,0,0,0,0,0,0,0,
2,0,4,0,0,0,0,0,0,0,0,
3,0,0,0,0,1,1,0,1,26,0,
4,3,0,0,1,0,3,6,8,0,3,
5,2,0,0,1,3,0,4,9,0,8,
6,0,0,0,0,6,4,0,5,1,8,
7,3,0,0,1,8,9,5,0,0,17,
8,0,0,0,26,0,0,1,0,0,0,
9,1,0,0,0,3,8,8,17,0,0,
0,0,0,0,0,0,0,57,0,0,0,
1,0,0,0,0,50,0,0,0,0,0,
2,0,0,0,2,0,0,0,14,1,0,
3,0,0,2,0,0,0,0,2,0,0,
4,0,50,0,0,0,0,0,0,0,0,
5,0,0,0,0,0,0,0,0,0,6,
6,57,0,0,0,0,0,0,0,0,0,
7,0,0,14,2,0,0,0,0,0,0,
8,0,0,1,0,0,0,0,0,0,0,
9,0,0,0,0,0,6,0,0,0,0,
0,0,0,0,21,3,0,2,0,0,0,
1,0,0,0,0,0,0,0,12,0,2,
2,0,0,0,16,58,25,52,0,0,0,
3,21,0,16,0,39,28,33,0,0,0,
4,3,0,58,39,0,54,89,0,0,0,
5,0,0,25,28,54,0,29,0,0,0,
6,2,0,52,33,89,29,0,0,0,0,
7,0,12,0,0,0,0,0,0,0,5,
8,0,0,0,0,0,0,0,0,0,0,
9,0,2,0,0,0,0,0,5,0,0,
0,0,1,0,0,0,0,1,27,0,0,
1,1,0,0,1,0,0,0,4,0,0,
2,0,0,0,0,0,2,10,0,0,6,
3,0,1,0,0,1,0,0,0,0,0,
4,0,0,0,1,0,0,0,0,0,0,
5,0,0,2,0,0,0,0,0,18,6,
6,1,0,10,0,0,0,0,2,0,11,
7,27,4,0,0,0,0,2,0,0,0,
8,0,0,0,0,0,18,0,0,0,0,
9,0,0,6,0,0,6,11,0,0,0,
0,0,0,3,0,0,0,0,0,5,0,
1,0,0,0,0,0,0,0,119,0,4,
2,3,0,0,0,0,0,0,0,34,0,
3,0,0,0,0,0,19,15,0,0,5,
4,0,0,0,0,0,0,0,0,0,3,
5,0,0,0,19,0,0,19,0,0,4,
6,0,0,0,15,0,19,0,0,0,7,
7,0,119,0,0,0,0,0,0,0,3,
8,5,0,34,0,0,0,0,0,0,0,
9,0,4,0,5,3,4,7,3,0,0,
0,0,0,0,0,0,1,0,1,15,0,
1,0,0,0,0,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,103,
3,0,0,0,0,0,0,0,0,0,0,
4,0,0,0,0,0,0,3,0,0,0,
5,1,0,0,0,0,0,0,22,2,0,
6,0,0,0,0,3,0,0,0,0,0,
7,1,0,0,0,0,22,0,0,8,0,
8,15,0,0,0,0,2,0,8,0,0,
9,0,0,103,0,0,0,0,0,0,0,
0,0,7,1,0,0,0,0,0,0,0,
1,7,0,0,0,0,0,0,0,0,0,
2,1,0,0,0,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,0,
4,0,0,0,0,0,0,16,0,0,1,
5,0,0,0,0,0,0,0,157,0,1,
6,0,0,0,0,16,0,0,0,0,4,
7,0,0,0,0,0,157,0,0,0,0,
8,0,0,0,0,0,0,0,0,0,0,
9,0,0,0,0,1,1,4,0,0,0,
0,0,9,9,0,0,6,0,0,0,0,
1,9,0,3,0,0,3,0,0,0,0,
2,9,3,0,0,0,42,0,0,0,0,
3,0,0,0,0,0,0,3,6,3,0,
4,0,0,0,0,0,0,2,0,3,69,
5,6,3,42,0,0,0,0,0,0,1,
6,0,0,0,3,2,0,0,58,59,0,
7,0,0,0,6,0,0,58,0,49,0,
8,0,0,0,3,3,0,59,49,0,0,
9,0,0,0,0,69,1,0,0,0,0,
0,0,0,29,0,3,0,0,0,22,9,
1,0,0,0,0,2,6,0,19,0,0,
2,29,0,0,0,6,0,1,0,18,7,
3,0,0,0,0,0,25,0,0,0,0,
4,3,2,6,0,0,0,0,2,4,10,
5,0,6,0,25,0,0,0,0,0,0,
6,0,0,1,0,0,0,0,1,0,1,
7,0,19,0,0,2,0,1,0,0,0,
8,22,0,18,0,4,0,0,0,0,8,
9,9,0,7,0,10,0,1,0,8,0,
0,0,45,0,0,0,0,0,0,0,0,
1,45,0,0,0,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,0,
3,0,0,0,0,0,88,0,0,102,0,
4,0,0,0,0,0,0,35,0,0,0,
5,0,0,0,88,0,0,0,0,71,0,
6,0,0,0,0,35,0,0,0,0,0,
7,0,0,0,0,0,0,0,0,0,0,
8,0,0,0,102,0,71,0,0,0,0,
9,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
1,0,0,0,0,0,0,3,7,0,2,
2,0,0,0,0,0,5,4,0,0,13,
3,0,0,0,0,0,0,0,0,0,0,
4,0,0,0,0,0,1,0,0,0,0,
5,0,0,5,0,1,0,0,0,34,1,
6,0,3,4,0,0,0,0,11,0,3,
7,0,7,0,0,0,0,11,0,0,9,
8,0,0,0,0,0,34,0,0,0,0,
9,0,2,13,0,0,1,3,9,0,0,
0,0,18,13,10,0,1,0,3,15,0,
1,18,0,9,12,0,2,0,1,27,0,
2,13,9,0,14,0,2,0,13,27,0,
3,10,12,14,0,0,0,0,2,10,0,
