Node/Edge,1000,3766
Step/Entity,1600,20
meet_step
0,0,0,2,0,3,0,0,0,2,2,16,5,0,0,2,5,70,1,5,4,
1,0,0,0,10,0,0,18,106,0,0,4,0,11,3,0,0,0,0,0,0,
2,2,0,0,0,72,52,0,0,84,106,0,57,0,0,57,79,1,65,0,0,
3,0,10,0,0,0,0,60,2,0,0,32,0,57,50,0,0,0,0,30,14,
4,3,0,72,0,0,56,0,0,89,114,1,84,0,0,73,110,2,62,0,0,
5,0,0,52,0,56,0,0,0,50,68,0,49,0,0,64,81,0,55,0,0,
6,0,18,0,60,0,0,0,0,0,0,20,0,65,48,0,0,0,0,25,42,
7,0,106,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,
8,2,0,84,0,89,50,0,0,0,107,0,60,0,0,79,76,1,73,0,0,
9,2,0,106,0,114,68,0,0,107,0,0,83,0,0,96,97,1,77,0,0,
10,16,4,0,32,1,0,20,1,0,0,0,2,13,31,0,1,19,0,64,19,
11,5,0,57,0,84,49,0,0,60,83,2,0,0,0,62,94,1,48,0,0,
12,0,11,0,57,0,0,65,3,0,0,13,0,0,22,0,0,3,0,15,10,
13,0,3,0,50,0,0,48,0,0,0,31,0,22,0,0,0,0,0,20,10,
14,2,0,57,0,73,64,0,0,79,96,0,62,0,0,0,84,0,62,0,0,
15,5,0,79,0,110,81,0,0,76,97,1,94,0,0,84,0,0,77,0,0,
16,70,0,1,0,2,0,0,0,1,1,19,1,3,0,0,0,0,2,5,6,
17,1,0,65,0,62,55,0,0,73,77,0,48,0,0,62,77,2,0,0,0,
18,5,0,0,30,0,0,25,0,0,0,64,0,15,20,0,0,5,0,0,29,
19,4,0,0,14,0,0,42,1,0,0,19,0,10,10,0,0,6,0,29,0,
0,0,0,0,0,18,0,0,6,0,0,0,0,0,0,0,0,0,0,37,0,
1,0,0,62,2,2,0,18,0,13,59,0,4,1,0,12,0,0,14,1,16,
2,0,62,0,1,1,0,5,0,47,30,0,1,1,0,10,0,0,6,0,20,
3,0,2,1,0,0,60,0,0,1,0,78,0,0,0,2,0,0,2,5,2,
4,18,2,1,0,0,0,0,0,3,1,0,0,0,0,4,0,1,0,5,1,
5,0,0,0,60,0,0,0,0,0,0,70,0,0,0,0,0,0,0,2,6,
6,0,18,5,0,0,0,0,0,4,4,0,60,38,29,30,0,0,18,0,5,
7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11,0,8,0,
8,0,13,47,1,3,0,4,0,0,57,0,0,1,0,7,0,0,5,1,18,
9,0,59,30,0,1,0,4,0,57,0,0,0,0,0,9,0,0,8,0,2,
10,0,0,0,78,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
11,0,4,1,0,0,0,60,0,0,0,0,0,56,37,32,0,0,34,0,3,
12,0,1,1,0,0,0,38,0,1,0,0,56,0,14,31,0,0,44,0,1,
13,0,0,0,0,0,0,29,0,0,0,0,37,14,0,8,0,0,10,0,2,
14,0,12,10,2,4,0,30,0,7,9,0,32,31,8,0,0,0,29,0,8,
15,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,27,0,0,0,
16,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,27,0,0,0,0,
17,0,14,6,2,0,0,18,0,5,8,0,34,44,10,29,0,0,0,0,6,
18,37,1,0,5,5,2,0,8,1,0,0,0,0,0,0,0,0,0,0,2,
19,0,16,20,2,1,6,5,0,18,2,9,3,1,2,8,0,0,6,2,0,
0,0,0,6,1,0,0,10,4,3,5,1,0,0,5,0,6,14,1,0,18,
1,0,0,0,17,8,0,0,0,32,6,17,0,52,9,36,7,0,0,1,1,
2,6,0,0,0,0,0,15,0,0,1,0,13,0,0,0,0,0,16,0,29,
3,1,17,0,0,59,0,0,3,15,8,6,0,14,41,7,29,1,0,12,0,
4,0,8,0,59,0,0,0,4,17,16,9,0,17,54,20,67,0,0,0,0,
5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,18,0,
6,10,0,15,0,0,0,0,13,0,0,0,3,0,0,0,1,22,8,0,20,
7,4,0,0,3,4,1,13,0,1,10,5,0,0,10,0,6,25,0,0,1,
8,3,32,0,15,17,0,0,1,0,9,25,0,36,8,27,16,1,0,2,0,
9,5,6,1,8,16,0,0,10,9,0,35,0,2,64,10,26,5,0,0,1,
10,1,17,0,6,9,0,0,5,25,35,0,0,7,36,12,12,2,0,0,6,
11,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,0,3,
12,0,52,0,14,17,0,0,0,36,2,7,0,0,5,50,4,0,0,3,0,
13,5,9,0,41,54,0,0,10,8,64,36,0,5,0,5,75,5,0,0,1,
14,0,36,0,7,20,2,0,0,27,10,12,0,50,5,0,1,0,0,4,0,
15,6,7,0,29,67,0,1,6,16,26,12,0,4,75,1,0,1,0,0,3,
16,14,0,0,1,0,0,22,25,1,5,2,0,0,5,0,1,0,0,0,2,
17,1,0,16,0,0,0,8,0,0,0,0,32,0,0,0,0,0,0,0,4,
18,0,1,0,12,0,18,0,0,2,0,0,0,3,0,4,0,0,0,0,0,
19,18,1,29,0,0,0,20,1,0,1,6,3,0,1,0,3,2,4,0,0,
0,0,0,0,0,2,1,17,0,51,15,0,0,0,0,0,1,14,0,32,44,
1,0,0,0,0,0,0,0,0,0,1,49,16,0,0,0,0,0,0,0,0,
2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,8,0,0,15,0,0,
3,0,0,1,0,151,0,10,0,0,0,0,0,0,1,1,132,8,0,3,1,
4,2,0,0,151,0,0,7,0,0,0,0,0,0,1,0,186,5,0,3,5,
5,1,0,0,0,0,0,5,33,6,2,0,19,0,0,0,0,2,0,6,2,
6,17,0,0,10,7,5,0,1,83,46,0,0,1,3,0,18,59,0,35,38,
7,0,0,0,0,0,33,1,0,1,0,0,21,0,0,0,0,0,0,0,1,
8,51,0,0,0,0,6,83,1,0,62,0,0,0,2,0,1,70,0,84,115,
9,15,1,0,0,0,2,46,0,62,0,0,0,0,0,0,0,30,0,28,37,
10,0,49,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,
11,0,16,0,0,0,19,0,21,0,0,4,0,0,0,0,0,0,0,0,0,
12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,
