Node/Edge,1000,9107
Step/Entity,1600,20
meet_step
0,0,4,9,1,26,29,13,8,24,39,16,30,5,6,29,12,0,3,4,23,
1,4,0,0,0,1,7,10,4,6,2,8,7,2,35,5,4,0,29,25,10,
2,9,0,0,5,15,13,4,15,12,20,15,14,6,0,15,21,6,1,12,16,
3,1,0,5,0,1,4,1,1,2,2,0,0,15,0,2,18,43,0,0,2,
4,26,1,15,1,0,28,15,24,30,44,15,30,6,2,16,8,0,4,11,23,
5,29,7,13,4,28,0,25,24,23,47,20,57,7,3,24,7,0,2,15,21,
6,13,10,4,1,15,25,0,10,10,28,6,19,8,2,22,5,0,5,6,8,
7,8,4,15,1,24,24,10,0,17,13,15,15,4,4,18,5,0,6,7,16,
8,24,6,12,2,30,23,10,17,0,32,7,30,5,3,27,5,0,2,11,20,
9,39,2,20,2,44,47,28,13,32,0,17,50,12,5,45,16,1,9,14,22,
10,16,8,15,0,15,20,6,15,7,17,0,19,3,10,23,6,0,10,19,15,
11,30,7,14,0,30,57,19,15,30,50,19,0,15,5,33,15,0,3,18,21,
12,5,2,6,15,6,7,8,4,5,12,3,15,0,0,3,16,28,0,2,6,
13,6,35,0,0,2,3,2,4,3,5,10,5,0,0,1,0,0,31,28,5,
14,29,5,15,2,16,24,22,18,27,45,23,33,3,1,0,8,0,6,9,18,
15,12,4,21,18,8,7,5,5,5,16,6,15,16,0,8,0,6,0,0,3,
16,0,0,6,43,0,0,0,0,0,1,0,0,28,0,0,6,0,0,0,0,
17,3,29,1,0,4,2,5,6,2,9,10,3,0,31,6,0,0,0,5,8,
18,4,25,12,0,11,15,6,7,11,14,19,18,2,28,9,0,0,5,0,13,
19,23,10,16,2,23,21,8,16,20,22,15,21,6,5,18,3,0,8,13,0,
0,0,1,1,9,1,2,2,1,23,15,1,41,7,2,3,17,2,4,2,8,
1,1,0,24,2,32,31,17,31,10,0,27,0,14,25,37,6,17,11,28,24,
2,1,24,0,1,27,15,24,31,15,0,14,0,8,9,21,8,27,13,24,10,
3,9,2,1,0,0,1,0,1,8,40,0,20,3,0,0,1,0,3,6,0,
4,1,32,27,0,0,43,20,18,13,0,25,3,14,17,33,4,21,12,24,19,
5,2,31,15,1,43,0,19,51,7,0,29,4,25,18,43,15,17,14,37,32,
6,2,17,24,0,20,19,0,16,11,0,18,2,13,9,20,15,8,6,22,14,
7,1,31,31,1,18,51,16,0,11,1,23,2,26,17,50,20,29,15,29,31,
8,23,10,15,8,13,7,11,11,0,26,10,18,3,3,9,10,10,7,14,5,
9,15,0,0,40,0,0,0,1,26,0,0,7,2,0,0,2,0,0,1,0,
10,1,27,14,0,25,29,18,23,10,0,0,1,12,33,18,3,26,15,28,29,
11,41,0,0,20,3,4,2,2,18,7,1,0,5,1,1,11,4,6,4,5,
12,7,14,8,3,14,25,13,26,3,2,12,5,0,12,41,51,5,16,9,43,
13,2,25,9,0,17,18,9,17,3,0,33,1,12,0,14,6,26,30,20,16,
14,3,37,21,0,33,43,20,50,9,0,18,1,41,14,0,20,8,8,23,32,
15,17,6,8,1,4,15,15,20,10,2,3,11,51,6,20,0,6,13,12,22,
16,2,17,27,0,21,17,8,29,10,0,26,4,5,26,8,6,0,26,35,12,
17,4,11,13,3,12,14,6,15,7,0,15,6,16,30,8,13,26,0,26,23,
18,2,28,24,6,24,37,22,29,14,1,28,4,9,20,23,12,35,26,0,22,
19,8,24,10,0,19,32,14,31,5,0,29,5,43,16,32,22,12,23,22,0,
0,0,14,51,19,21,0,0,7,1,0,16,28,1,18,0,38,0,25,0,40,
1,14,0,27,22,9,0,0,0,5,3,4,26,0,12,0,31,1,20,1,23,
2,51,27,0,22,40,0,0,6,1,1,14,42,0,19,0,87,0,51,0,41,
3,19,22,22,0,7,1,1,5,7,6,15,25,0,10,0,33,3,19,1,18,
4,21,9,40,7,0,0,0,1,2,1,6,21,2,17,1,46,0,17,0,11,
5,0,0,0,1,0,0,16,33,19,35,10,0,15,3,24,0,26,0,20,0,
6,0,0,0,1,0,16,0,6,2,6,0,0,22,0,35,0,18,0,40,0,
7,7,0,6,5,1,33,6,0,32,38,15,3,18,9,36,0,45,0,19,1,
8,1,5,1,7,2,19,2,32,0,27,4,2,18,5,13,0,26,5,20,2,
9,0,3,1,6,1,35,6,38,27,0,9,0,26,10,15,1,25,0,38,0,
10,16,4,14,15,6,10,0,15,4,9,0,12,1,17,13,10,12,11,2,12,
11,28,26,42,25,21,0,0,3,2,0,12,0,0,28,0,35,0,25,0,44,
12,1,0,0,0,2,15,22,18,18,26,1,0,0,1,30,0,37,0,29,1,
13,18,12,19,10,17,3,0,9,5,10,17,28,1,0,6,19,4,21,0,21,
14,0,0,0,0,1,24,35,36,13,15,13,0,30,6,0,0,32,0,15,0,
15,38,31,87,33,46,0,0,0,0,1,10,35,0,19,0,0,0,39,0,40,
16,0,1,0,3,0,26,18,45,26,25,12,0,37,4,32,0,0,0,29,1,
17,25,20,51,19,17,0,0,0,5,0,11,25,0,21,0,39,0,0,0,27,
18,0,1,0,1,0,20,40,19,20,38,2,0,29,0,15,0,29,0,0,0,
19,40,23,41,18,11,0,0,1,2,0,12,44,1,21,0,40,1,27,0,0,
0,0,0,16,9,14,10,12,1,30,16,35,13,17,0,2,17,28,0,4,0,
1,0,0,0,3,2,7,4,5,2,1,1,0,0,13,35,1,1,24,41,19,
2,16,0,0,24,14,1,15,2,11,10,27,10,6,3,0,14,20,2,0,1,
3,9,3,24,0,22,22,17,15,12,5,13,8,6,2,4,0,10,1,1,3,
4,14,2,14,22,0,37,27,14,8,19,23,6,5,0,3,22,18,4,4,1,
5,10,7,1,22,37,0,35,41,8,7,5,15,7,2,4,5,8,10,3,4,
6,12,4,15,17,27,35,0,27,6,4,5,6,5,6,1,2,7,4,2,4,
7,1,5,2,15,14,41,27,0,9,0,0,2,2,17,7,2,6,7,5,6,
8,30,2,11,12,8,8,6,9,0,16,13,18,5,0,0,21,47,1,0,0,
9,16,1,10,5,19,7,4,0,16,0,24,20,35,0,0,35,9,0,0,0,
10,35,1,27,13,23,5,5,0,13,24,0,13,2,0,0,36,18,2,0,0,
11,13,0,10,8,6,15,6,2,18,20,13,0,7,0,0,24,29,0,0,0,
12,17,0,6,6,5,7,5,2,5,35,2,7,0,0,1,11,13,0,0,1,
13,0,13,3,2,0,2,6,17,0,0,0,0,0,0,18,2,1,10,19,5,
14,2,35,0,4,3,4,1,7,0,0,0,0,1,18,0,0,0,37,45,21,
15,17,1,14,0,22,5,2,2,21,35,36,24,11,2,0,0,34,0,0,0,
16,28,1,20,10,18,8,7,6,47,9,18,29,13,1,0,34,0,1,0,1,
17,0,24,2,1,4,10,4,7,1,0,2,0,0,10,37,0,1,0,51,4,
18,4,41,0,1,4,3,2,5,0,0,0,0,0,19,45,0,0,51,0,17,
19,0,19,1,3,1,4,4,6,0,0,0,0,1,5,21,0,1,4,17,0,
0,0,6,1,0,0,4,6,1,14,6,10,6,0,20,10,20,13,8,7,2,
1,6,0,3,0,0,5,12,14,19,6,3,11,4,6,21,4,22,13,18,0,
