Node/Edge,1000,3716
Step/Entity,1600,25
meet_step
0,0,5,0,0,0,6,0,0,0,0,2,0,0,0,5,0,0,0,0,21,4,5,0,0,4,
1,5,0,0,0,0,42,3,0,0,2,41,0,0,0,21,0,0,0,0,5,5,39,0,1,29,
2,0,0,0,0,0,0,9,0,0,40,1,0,15,0,0,15,8,0,0,1,0,1,0,4,0,
3,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,2,36,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,0,0,25,0,21,0,0,0,18,9,0,0,0,0,0,0,
5,6,42,0,0,0,0,1,0,0,3,62,0,1,0,36,0,0,0,0,9,2,52,0,1,42,
6,0,3,9,0,0,1,0,0,0,16,0,0,7,0,1,8,6,0,0,1,0,8,0,33,4,
7,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,12,8,0,0,0,0,0,0,0,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
9,0,2,40,0,0,3,16,0,0,0,2,0,16,0,0,17,0,0,0,0,0,0,1,8,2,
10,2,41,1,0,0,62,0,0,0,2,0,0,1,0,29,0,0,0,0,8,8,55,0,1,56,
11,0,0,0,7,25,0,0,1,0,0,0,0,0,20,0,0,0,22,4,0,0,0,0,0,0,
12,0,0,15,0,0,1,7,0,0,16,1,0,0,0,0,7,10,0,0,0,0,5,0,8,0,
13,0,0,0,1,21,0,0,4,1,0,0,20,0,0,0,0,0,9,3,0,0,0,0,0,0,
14,5,21,0,0,0,36,1,0,0,0,29,0,0,0,0,0,0,0,0,6,10,34,0,0,35,
15,0,0,15,0,0,0,8,0,0,17,0,0,7,0,0,0,1,0,0,0,0,1,2,18,0,
16,0,0,8,0,0,0,6,12,0,0,0,0,10,0,0,1,0,0,0,0,0,1,1,2,0,
17,0,0,0,2,18,0,0,8,1,0,0,22,0,9,0,0,0,0,8,0,0,0,0,0,0,
18,0,0,0,36,9,0,0,0,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,
19,21,5,1,0,0,9,1,0,0,0,8,0,0,0,6,0,0,0,0,0,2,4,0,0,6,
20,4,5,0,0,0,2,0,0,0,0,8,0,0,0,10,0,0,0,0,2,0,8,0,0,11,
21,5,39,1,0,0,52,8,0,0,0,55,0,5,0,34,1,1,0,0,4,8,0,0,1,32,
